"","Hora_UTC","Período","lat_d","lon_d","Estado_Costeiro","Tipo_Navio","Bandeira","Estado do Navio","Distância_Costa(MN)","ÁREA_NAVEGAÇÃO","Classificação_Ataque","N_Criminosos","Armamento","Hijack","Sequestro","N_Sequestrados","Rapto","N_Raptados","Feridos","N_Feridos","Mortos","N_Mortos","MedidasProteção","Alarme","Ajuda_Autoridades","Equipa_Segurança","CIDADELA","Manobra_Evasiva","ValoresRoubados_Navio","Carga_Roubada","DATA","Data_hora"
"184","23:00:00","Noturno ","6.275","3.345","Nigéria","Chemical Tanker","Singapura","Fundeado","","Mar Territorial","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-06-02 00:00:00","2013-06-02 23:00:00"
"185","13:15:00","Diurno","4.7","8.33","Nigéria","Chemical Tanker","IlhasMarshall","Navegar","","Área Portuária","NCONSEGUIDO","10","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2013-06-03 00:00:00","2013-06-03 13:15:00"
"186","23:00:00","Noturno ","4.2483333333333","7.7616666666667","Nigéria","Supply Ship","SãoVicente&Granadinas","Navegar","","Águas Internacionais","ROUBO","4","","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2013-06-04 00:00:00","2013-06-04 23:00:00"
"187","02:00:00","Noturno ","6.0233333333333","1.305","Togo","Chemical Tanker","França","Fundeado","","Mar Territorial","HIJACK/ROUBO","8","Machine Gun","1","1","2","0","0","1","3","0","0","0","0","0","0","0","0","1","1","2013-06-13 00:00:00","2013-06-13 02:00:00"
"188","02:15:00","Noturno ","4.0333333333333","8.0333333333333","Nigéria","Tug","","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","14","Machine Gun","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2013-06-13 00:00:00","2013-06-13 02:15:00"
"189","02:15:00","Noturno ","9.2366666666667","-13.955","Guiné","Cargo Ship","Noruega","Fundeado","","Águas Internacionais","ROUBO","5","Machine Gun","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2013-06-19 00:00:00","2013-06-19 02:15:00"
"190","22:46:00","Noturno ","-0.48333333333333","8.85","Gabão","Landing Craft","Gabão","Navegar","","Águas Internacionais","ROUBO","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2013-07-14 00:00:00","2013-07-14 22:46:00"
"191","04:52:00","Noturno ","-0.4415","8.8575","Gabão","Tanker","Malta","Navegar","","Águas Internacionais","HIJACK/ROUBO","6","Machine Gun","1","1","24","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2013-07-15 00:00:00","2013-07-15 04:52:00"
"192","03:30:00","Noturno ","5.4833333333333","1.6333333333333","Gana","Tanker","IlhasMarshall","Navegar","","Águas Internacionais","HIJACK/ROUBO","16","Machine Gun","1","0","0","1","6","1","2","0","0","1","0","1","0","0","0","1","0","2013-07-16 00:00:00","2013-07-16 03:30:00"
"193","01:50:00","Noturno ","6.0833333333333","1.2833333333333","Togo","Bulk Carrier","EUA","Fundeado","","Mar Territorial","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-07-18 00:00:00","2013-07-18 01:50:00"
"194","06:10:00","Noturno ","4.2666666666667","7.9333333333333","Nigéria","Tanker","Nigéria","Fundeado","","Águas Internacionais","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2013-07-24 00:00:00","2013-07-24 06:10:00"
"195","12:45:00","Diurno","3.5166666666667","6.0833333333333","Nigéria","Chemical Tanker","China","Navegar","","Águas Internacionais","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-07-30 00:00:00","2013-07-30 12:45:00"
"196","23:00:00","Noturno ","5.2166666666667","-4.052","Costa do Marfim","Bulk Carrier","Ilhas Caimão","Fundeado","","Mar Territorial","NCONSEGUIDO","6","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-07-31 00:00:00","2013-07-31 23:00:00"
"197","23:05:00","Noturno ","6.3","3.4333333333333","Nigéria","Tanker","Libéria","Fundeado","","Mar Territorial","NCONSEGUIDO","6","","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2013-08-10 00:00:00","2013-08-10 23:05:00"
"198","02:30:00","Noturno ","6.3166666666667","3.45","Nigéria","Chemical Tanker","IlhasMarshall","Fundeado","","Mar Territorial","HIJACK/ROUBO","11","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2013-08-12 00:00:00","2013-08-12 02:30:00"
"199","02:40:00","Noturno ","6.26","3.25","Nigéria","Chemical Tanker","IlhasMarshall","Fundeado","","Mar Territorial","NCONSEGUIDO","10","","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2013-08-15 00:00:00","2013-08-15 02:40:00"
"200","14:15:00","Diurno","4.1833333333333","5.5666666666667","Nigéria","Chemical Tanker","Libéria","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","2013-09-04 00:00:00","2013-09-04 14:15:00"
"201","06:45:00","Noturno ","4.2","6.9333333333333","Nigéria","Chemical Tanker","Malta","Fundeado","","Área Portuária","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","2013-10-03 00:00:00","2013-10-03 06:45:00"
"202","23:00:00","Noturno ","4.3088333333333","6.2343333333333","Nigéria","Supply Ship","EUA","Fundeado","","Área Portuária","ROUBO/SEQUESTRO","6","Machine Gun","0","1","2","1","2","0","0","0","0","0","0","0","0","0","0","1","0","2013-10-22 00:00:00","2013-10-22 23:00:00"
"203","03:28:00","Noturno ","8.5","-13.183333333333","Serra Leoa","Chemical Tanker","Malta","Fundeado","","Área Portuária","ROUBO","5","Knives","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","2013-11-19 00:00:00","2013-11-19 03:28:00"
"204","02:00:00","Noturno ","-4.76","11.831666666667","Congo","Tug","Malásia","Fundeado","","Área Portuária","ROUBO","1","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-11-24 00:00:00","2013-11-24 02:00:00"
"205","00:55:00","Noturno ","4.8833333333333","-1.6833333333333","Gana","Cargo Ship","Países Baixos","Fundeado","","Mar Territorial","NCONSEGUIDO","3","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-12-31 00:00:00","2013-12-31 00:55:00"
"206","00:02:00","Noturno ","0.98333333333333","8.3833333333333","Nigéria","Tanker","Singapura","Navegar","","Águas Internacionais","NCONSEGUIDO","5","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014-01-02 00:00:00","2014-01-02 00:02:00"
"207","10:00:00","Diurno","1.9333333333333","9.4083333333333","Guiné Equatorial","Cargo Ship","Libéria","Navegar","","Águas Internacionais","HIJACK/ROUBO","6","","1","1","3","0","0","0","0","0","0","1","0","1","0","0","0","1","0","2014-01-03 00:00:00","2014-01-03 10:00:00"
"208","01:15:00","Noturno","","","Libéria","General cargo","EUA","Atracado","","Área Portuária","ROUBO","","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2014-01-08 00:00:00","2014-01-08 01:15:00"
"209","06:15:00","Noturno ","-8.6833333333333","13.25","Angola","Tanker","Libéria","Navegar","","Mar Territorial","HIJACK/ROUBO","6","","1","1","10","0","0","1","1","0","0","1","0","1","0","0","0","1","1","2014-01-18 00:00:00","2014-01-18 06:15:00"
"210","21:15:00","Noturno ","4.3433333333333","5.2916666666667","Nigéria","Supply Ship","Nigéria","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","6","","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2014-01-29 00:00:00","2014-01-29 21:15:00"
"211","03:30:00","Noturno ","4.0401666666667","5.5063333333333","Nigéria","Tug","Chipre","Fundeado","","Águas Internacionais","ROUBO","3","","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","2014-01-30 00:00:00","2014-01-30 03:30:00"
"212","00:55:00","Noturno ","-4.7578333333333","11.846666666667","Congo","Cargo Ship","Países Baixos","Fundeado","","Área Portuária","ROUBO","2","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2014-02-04 00:00:00","2014-02-04 00:55:00"
"213","23:30:00","Noturno ","3.7666666666667","6.4","Nigéria","Tanker","IlhasMarshall","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014-02-05 00:00:00","2014-02-05 23:30:00"
"214","09:55:00","Diurno","4.0166666666667","5.0166666666667","Nigéria","Chemical Tanker","Panamá","Navegar","","Águas Internacionais","ROUBO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","2014-02-06 00:00:00","2014-02-06 09:55:00"
"215","03:45:00","Noturno ","3.95","5.3","Nigéria","Tanker","Libéria","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","2014-02-19 00:00:00","2014-02-19 03:45:00"
"216","01:50:00","Noturno ","-4.9","11.82","Congo","Supply Ship","IlhasMarshall","Fundeado","","Mar Territorial","ROUBO","6","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2014-02-20 00:00:00","2014-02-20 01:50:00"
"217","00:30:00","Noturno ","4.2833333333333","7.8833333333333","Nigéria","Supply Ship","Nigéria","Navegar","","Águas Internacionais","RAPTO","6","Machine Gun","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","1","0","2014-03-04 00:00:00","2014-03-04 00:30:00"
"218","19:15:00","Noturno ","4.0033333333333","5.2766666666667","Nigéria","Bulk Carrier","IlhasMarshall","Navegar","","Águas Internacionais","NCONSEGUIDO","12","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2014-03-04 00:00:00","2014-03-04 19:15:00"
"219","01:30:00","Noturno ","-4.74","11.748333333333","Congo","Cargo Ship","Países Baixos","Fundeado","","Mar Territorial","ROUBO","2","Machine Gun","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2014-03-06 00:00:00","2014-03-06 01:30:00"
"220","18:12:00","Noturno ","4.1833333333333","5.7333333333333","Nigéria","Supply Ship","Nigéria","Navegar","","Águas Internacionais","HIJACK/ROUBO","7","","1","0","0","1","6","1","6","0","0","0","0","0","0","0","0","1","0","2014-03-06 00:00:00","2014-03-06 18:12:00"
"221","00:15:00","Noturno ","4.2333333333333","5","Nigéria","Tanker","Libéria","Navegar","","Águas Internacionais","NCONSEGUIDO","4","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2014-03-20 00:00:00","2014-03-20 00:15:00"
"222","18:56:00","Diurno","6.2833333333333","3.35","Nigéria","Tanker","IlhasMarshall","Fundeado","","Mar Territorial","NCONSEGUIDO","3","","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2014-04-23 00:00:00","2014-04-23 18:56:00"
"223","19:31:00","Diurno","4.9333333333333","4.8166666666667","Nigéria","Tanker","IlhasMarshall","Navegar","","Águas Internacionais","HOMICIDIO/RAPTO","2","Machine Gun","0","0","0","0","0","1","1","1","1","1","0","0","1","1","0","1","0","2014-04-29 00:00:00","2014-04-29 19:31:00"
"224","02:20:00","Noturno ","8.49","-13.221666666667","Serra Leoa","Bulk Carrier","China","Atracado","","Área Portuária","ROUBO","5","Knives","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","2014-05-05 00:00:00","2014-05-05 02:20:00"
"225","03:30:00","Noturno","4.75","6.9833333333333","Nigéria","Chemical Tanker","Panamá","Fundeado","","Área Portuária","ROUBO/RAPTO","2","Knives","0","1","2","0","0","0","0","0","0","1","1","0","0","0","0","1","1","2014-05-13 00:00:00","2014-05-13 03:30:00"
"226","02:00:00","Noturno","6.05","1.2333333333333","Togo","Chemical Tanker","Panamá","Fundeado","","Área Portuária","NCONSEGUIDO","8","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014-05-21 00:00:00","2014-05-21 02:00:00"
"227","17:40:00","Diurno","4.8166666666667","8.3","Nigéria","Bulk Carrier","China","Navegar","","Mar Territorial","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2014-06-02 00:00:00","2014-06-02 17:40:00"
"228","09:10:00","Diurno","5.9333333333333","1.6166666666667","Nigéria","Oil Tanker","Libéria","Navegar","","Águas Internacionais","ROUBO","15","Machine Gun","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2014-06-03 00:00:00","2014-06-03 09:10:00"
"229","04:00:00","Noturno ","4.7833333333333","-0.2","Gana","Tanker","Libéria","Navegar","","Águas Internacionais","HIJACK/ROUBO","6","","1","0","0","1","6","0","0","0","0","1","0","1","0","0","0","1","1","2014-06-04 00:00:00","2014-06-04 04:00:00"
"230","04:05:00","Noturno","6.0166666666667","1.3","Togo","Container","Antigua&Barbuda","Fundeado","","Área Portuária","NCONSEGUIDO","7","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014-06-10 00:00:00","2014-06-10 04:05:00"
"231","00:45:00","Noturno","5.2083333333333","-4.0633333333333","Costa do Marfim","Container","Antigua&Barbuda","Fundeado","","Área Portuária","ROUBO","","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2014-06-30 00:00:00","2014-06-30 00:45:00"
"232","23:40:00","Noturno ","5.0016666666667","0.82","Gana","Tanker","Quiribati","Navegar","","Águas Internacionais","HIJACK/ROUBO","10","Machine Gun","1","0","0","1","21","0","0","0","0","1","0","1","0","0","0","1","0","2014-07-25 00:00:00","2014-07-25 23:40:00"
"233","02:30:00","Noturno","-5.8166666666667","13.466666666667","República Dem. Congo","Bulk Carrier","Libéria","Fundeado","","Área Portuária","NCONSEGUIDO","2","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014-08-04 00:00:00","2014-08-04 02:30:00"
"234","00:43:00","Noturno","2.9833333333333","2.9166666666667","Nigéria","Product Tanker","Singapura","Navegar","","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2014-08-09 00:00:00","2014-08-09 00:43:00"
"235","21:20:00","Noturno ","-4.7548333333333","11.821166666667","Congo","Supply Ship","Noruega","Fundeado","","Área Portuária","NCONSEGUIDO","3","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014-08-11 00:00:00","2014-08-11 21:20:00"
"236","23:05:00","Noturno ","-4.7333333333333","11.8","Congo","Research Ship","Itália","Fundeado","","Mar Territorial","NCONSEGUIDO","3","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014-08-13 00:00:00","2014-08-13 23:05:00"
"237","02:55:00","Noturno ","4.9","-1.7166666666667","Gana","Tug","Países Baixos","Fundeado","","Área Portuária","NCONSEGUIDO","3","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014-08-20 00:00:00","2014-08-20 02:55:00"
"238","10:20:00","Diurno","4.135","5.5583333333333","Nigéria","Tanker","Panamá","Navegar","","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2014-08-26 00:00:00","2014-08-26 10:20:00"
"239","17:20:00","Diurno","4.2408333333333","-5.222","Nigéria","Product Tanker","Nigéria","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","2014-08-26 00:00:00","2014-08-26 17:20:00"
"240","21:15:00","Noturno ","4.57","-3.5033333333333","Costa do Marfim","Tanker","IlhasMarshall","Navegar","","Águas Internacionais","HIJACK/ROUBO","12","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2014-08-27 00:00:00","2014-08-27 21:15:00"
"241","01:45:00","Noturno ","-4.75","11.816666666667","Congo","Tug","EUA","Fundeado","","Mar Territorial","ROUBO","4","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2014-09-29 00:00:00","2014-09-29 01:45:00"
"242","15:35:00","Diurno","4.6733333333333","-6.306","Costa do Marfim","Passenger Ship","Nigéria","Navegar","","Mar Territorial","ROUBO","6","","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2014-10-11 00:00:00","2014-10-11 15:35:00"
"243","22:06:00","Noturno","6.3205","3.4","Nigéria","Oil Tanker","IlhasMarshall","Fundeado","","Mar Territorial","ROUBO","10","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2014-10-25 00:00:00","2014-10-25 22:06:00"
"244","03:57:00","Noturno","4.05","5.4666666666667","Nigéria","Container","Panamá","Navegar","","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2014-11-04 00:00:00","2014-11-04 03:57:00"
"245","08:00:00","Diurno","4.4","5.05","Nigéria","Product Tanker","Libéria","Navegar","","Mar Territorial","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2014-11-08 00:00:00","2014-11-08 08:00:00"
"246","11:25:00","Diurno","-0.75","6.25","S.Tomé e Príncipe","Chemical Tanker","IlhasMarshall","Navegar","","Águas Internacionais","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2014-11-11 00:00:00","2014-11-11 11:25:00"
"247","00:01:00","Noturno","5.2","-4.0333333333333","Costa do Marfim","Tanker","","Fundeado","","Mar Territorial","ROUBO","8","Machine Gun","0","0","0","0","0","1","2","0","0","1","1","0","0","0","0","1","1","2014-11-16 00:00:00","2014-11-16 00:01:00"
"248","23:20:00","Noturno","-4.7666666666667","11.833333333333","República Dem. Congo","Research Ship","Itália","Fundeado","","Mar Territorial","ROUBO","4","","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2014-12-12 00:00:00","2014-12-12 23:20:00"
"249","01:00:00","Noturno","6.3083333333333","3.3933333333333","Nigéria","Chemical Tanker","IlhasMarshall","Atracado","","Área Portuária","NCONSEGUIDO","1","","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2014-12-14 00:00:00","2014-12-14 01:00:00"
"250","00:50:00","Noturno","6.4333333333333","3.3166666666667","Nigéria","Product Tanker","Dinamarca","Fundeado","","Mar Territorial","NCONSEGUIDO","2","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014-12-19 00:00:00","2014-12-19 00:50:00"
"251","04:00:00","Noturno ","3.7333333333333","4.9833333333333","Nigéria","Tanker","Ilhas Cook","Navegar","","Águas Internacionais","HIJACK/ROUBO","10","Machine Gun","1","0","0","1","9","1","9","0","0","1","0","1","1","0","0","1","1","2015-01-11 00:00:00","2015-01-11 04:00:00"
"252","21:30:00","Noturno ","3.4","1.35","Gana","Bulk Carrier","Panamá","Navegar","","Águas Internacionais","ROUBO","8","Machine Gun","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","1","0","2015-01-14 00:00:00","2015-01-14 21:30:00"
"253","05:00:00","Noturno ","4.4333333333333","-1.7166666666667","Gana ","Fishing Vessel","Gana","Navegar","","Águas Internacionais","HIJACK/HOMICIDIO/ROUBO","6","Machine Gun","1","0","0","1","7","0","0","1","1","1","0","1","0","0","0","0","0","2015-01-30 00:00:00","2015-01-30 05:00:00"
"254","18:30:00","Diurno","5.4666666666667","5.0833333333333","Nigéria","Tanker","Nigéria","Fundeado","","Mar Territorial","NCONSEGUIDO","","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-02-01 00:00:00","2015-02-01 18:30:00"
"255","02:20:00","Noturno","6.4405","3.4223333333333","Nigéria","Chemical Tanker","IlhasMarshall","Atracado","","Área Portuária","NCONSEGUIDO","12","","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2015-02-05 00:00:00","2015-02-05 02:20:00"
"256","03:25:00","Noturno ","6.4558333333333","3.3701666666667","Nigéria","Cargo Ship","Bahamas","Atracado","","Área Portuária","NCONSEGUIDO","8","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-03-03 00:00:00","2015-03-03 03:25:00"
"257","21:54:00","Noturno ","6.4333333333333","3.3666666666667","Nigéria","Tanker","IlhasMarshall","Atracado","","Área Portuária","ROUBO","2","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2015-03-12 00:00:00","2015-03-12 21:54:00"
"258","04:30:00","Noturno ","-4.75","11.8","Congo","Barge Carrier","Panamá","Fundeado","","Mar Territorial","ROUBO","6","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2015-03-14 00:00:00","2015-03-14 04:30:00"
"259","23:30:00","Noturno ","4.235","8.035","Nigéria","Supply Ship","Belize","Fundeado","","Águas Internacionais","ROUBO","6","Machine Gun","0","0","0","1","2","0","0","0","0","1","1","1","0","0","0","1","0","2015-03-18 00:00:00","2015-03-18 23:30:00"
"260","21:30:00","Noturno ","4.0333333333333","7.5166666666667","Nigéria","FPSO","IlhasMarshall","Navegar","","Águas Internacionais","SEQUESTRO","6","Machine Gun","0","1","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-03-21 00:00:00","2015-03-21 21:30:00"
"261","02:30:00","Noturno ","9.25","-13.716666666667","Guiné","Container","Libéria","Fundeado","","Mar Territorial","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-04-01 00:00:00","2015-04-01 02:30:00"
"262","00:44:00","Noturno ","6.2833333333333","3.3833333333333","Nigéria","Tanker","China","Fundeado","","Mar Territorial","NCONSEGUIDO","4","","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","2015-04-09 00:00:00","2015-04-09 00:44:00"
"263","00:25:00","Noturno ","9.4166666666667","-13.716666666667","Guiné","Bulk Carrier","China","Fundeado","","Mar Territorial","NCONSEGUIDO","8","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-04-24 00:00:00","2015-04-24 00:25:00"
"264","00:45:00","Noturno ","4.2191666666667","7.3921666666667","Nigéria","FPSO","Panamá","Fundeado","","Águas Internacionais","NCONSEGUIDO","10","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2015-04-24 00:00:00","2015-04-24 00:45:00"
"265","06:00:00","Noturno ","-5.85","13.4","República Dem. Congo","Cargo Ship","Malta","Fundeado","","Área Portuária","ROUBO","10","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","2015-05-07 00:00:00","2015-05-07 06:00:00"
"266","17:00:00","Diurno","9.3666666666667","-13.716666666667","Guiné","Bulk Carrier","IlhasMarshall","Fundeado","","Mar Territorial","ROUBO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2015-05-15 00:00:00","2015-05-15 17:00:00"
"267","22:40:00","Noturno ","4.2166666666667","7.95","Nigéria","Supply Ship","IlhasMarshall","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","6","Machine Gun","0","1","5","0","0","1","1","0","0","1","1","0","0","0","0","1","0","2015-05-18 00:00:00","2015-05-18 22:40:00"
"268","23:23:00","Noturno ","-4.7333333333333","11.75","Congo","Cargo Ship","Chipre","Fundeado","","Mar Territorial","NCONSEGUIDO","6","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-06-07 00:00:00","2015-06-07 23:23:00"
"269","02:00:00","Noturno ","4.0526666666667","9.69","Camarões","Bulk Carrier","IlhasMarshall","Atracado","","Área Portuária","ROUBO","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2015-06-08 00:00:00","2015-06-08 02:00:00"
"270","23:40:00","Noturno ","6.0166666666667","1.2833333333333","Togo","Cargo Ship","Luxemburgo","Fundeado","","Mar Territorial","NCONSEGUIDO","7","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-06-26 00:00:00","2015-06-26 23:40:00"
"271","02:50:00","Noturno ","-5.8766666666667","13.028333333333","Congo","Bulk Carrier","China","Fundeado","","Área Portuária","NCONSEGUIDO","1","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-08-18 00:00:00","2015-08-18 02:50:00"
"272","10:30:00","Diurno","6.2666666666667","3.2166666666667","Nigéria","Chemical Tanker","IlhasMarshall","Fundeado","","Mar Territorial","NCONSEGUIDO","2","","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2015-09-22 00:00:00","2015-09-22 10:30:00"
"273","19:54:00","Noturno ","3.9666666666667","5.4166666666667","Nigéria","Cargo Ship","Comores","Navegar","","Águas Internacionais","ROUBO/SEQUESTRO","6","Machine Gun","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2015-10-19 00:00:00","2015-10-19 19:54:00"
"274","08:30:00","Diurno","6.3333333333333","-10.85","Libéria","Bulk Carrier","Antigua&Barbuda","Fundeado","","Mar Territorial","ROUBO","6","Knives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2015-10-24 00:00:00","2015-10-24 08:30:00"
"275","23:00:00","Noturno ","-4.75","11.816666666667","Congo","Tanker","IlhasMarshall","Fundeado","","Área Portuária","NCONSEGUIDO","1","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-11-18 00:00:00","2015-11-18 23:00:00"
"276","22:10:00","Noturno ","4","6","Nigéria","Cargo Ship","Chipre","Navegar","","Águas Internacionais","SEQUESTRO","10","Machine Gun","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2015-11-26 00:00:00","2015-11-26 22:10:00"
"277","04:00:00","Noturno ","-4.75","11.833333333333","Congo","Tug","Bélgica","Fundeado","","Área Portuária","NCONSEGUIDO","3","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-12-01 00:00:00","2015-12-01 04:00:00"
"278","01:39:00","Noturno ","-4.75","11.783333333333"," Congo","Bulk Carrier","Singapura","Fundeado","","Área Portuária","NCONSEGUIDO","3","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-12-05 00:00:00","2015-12-05 01:39:00"
"279","04:02:00","Noturno ","-5.8466666666667","13.43","República Dem. Congo","Cargo Ship","Antigua&Barbuda","Fundeado","","Área Portuária","NCONSEGUIDO","7","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-12-16 00:00:00","2015-12-16 04:02:00"
"280","05:40:00","Noturno ","4.0833333333333","5.4166666666667","Nigéria","Supply Ship","Nigéria","Navegar","","Águas Internacionais","ROUBO","10","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2016-01-15 00:00:00","2016-01-15 05:40:00"
"281","10:00:00","Diurno","3.8666666666667","5.55","Nigéria","Vehicle Carrier","Panamá","Navegar","","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","2016-01-19 00:00:00","2016-01-19 10:00:00"
"282","04:18:00","Noturno ","-5.8416666666667","13.431666666667","República Dem. Congo","Tanker","IlhasMarshall","Fundeado","","Área Portuária","ROUBO","2","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2016-01-24 00:00:00","2016-01-24 04:18:00"
